Was ist beim Aufbau eines Lehrbetriebsverbunds zu beachten? Es gibt viele Beispiele von Lehrbetriebsverbünden, die auf einer soliden Basis stehen und für alle Beteiligten ein Gewinn sind. Auf der anderen Seite scheitern nicht wenige Verbunds-Projekte an unrealistischen Erwartungen der Projektträger und/oder wegen mangelnder Vorbereitung und Absicherung. Planung eines Lehrbetriebsverbunds Unabhängig davon, ob ein Kleinverbund oder ein Grossverbund aufgebaut werden soll, empfiehlt es sich deshalb, sich vor der Gründung eingehend mit den folgenden Themen zu befassen und einen Geschäftsplan zu erstellen: Motivation und Ziele, Positionierung Ausbildungsplätze Zielpublikum (Lernende) Beteiligte Betriebe Organisationsform und Geschäftsmodell Finanzierung Qualitätssicherung Gesetzliche Grundlagen Weitere Informationen|Was ist beim Aufbau eines Lehrbetriebsverbunds zu beachten? | Es gibt viele Beispiele von Lehrbetriebsverbünden, die auf einer soliden Basis stehen und für alle Beteiligten ein Gewinn sind. 
Was ist beim Aufbau eines Lehrbetriebsverbunds zu beachten? Es gibt viele Beispiele von Lehrbetriebsverbünden, die auf einer soliden Basis stehen und für alle Beteiligten ein Gewinn sind. Auf der anderen Seite scheitern nicht wenige Verbunds-Projekte an unrealistischen Erwartungen der Projektträger und/oder wegen mangelnder Vorbereitung und Absicherung. Planung eines Lehrbetriebsverbunds Unabhängig davon, ob ein Kleinverbund oder ein Grossverbund aufgebaut werden soll, empfiehlt es sich deshalb, sich vor der Gründung eingehend mit den folgenden Themen zu befassen und einen Geschäftsplan zu erstellen: Motivation und Ziele, Positionierung Ausbildungsplätze Zielpublikum (Lernende) Beteiligte Betriebe Organisationsform und Geschäftsmodell Finanzierung Qualitätssicherung Gesetzliche Grundlagen Weitere Informationen|Woran scheitern manche Verbunds-Projekte? | Auf der anderen Seite scheitern nicht wenige Verbunds-Projekte an unrealistischen Erwartungen der Projektträger und/oder wegen mangelnder Vorbereitung und Absicherung. 
Was ist beim Aufbau eines Lehrbetriebsverbunds zu beachten? Es gibt viele Beispiele von Lehrbetriebsverbünden, die auf einer soliden Basis stehen und für alle Beteiligten ein Gewinn sind. Auf der anderen Seite scheitern nicht wenige Verbunds-Projekte an unrealistischen Erwartungen der Projektträger und/oder wegen mangelnder Vorbereitung und Absicherung. Planung eines Lehrbetriebsverbunds Unabhängig davon, ob ein Kleinverbund oder ein Grossverbund aufgebaut werden soll, empfiehlt es sich deshalb, sich vor der Gründung eingehend mit den folgenden Themen zu befassen und einen Geschäftsplan zu erstellen: Motivation und Ziele, Positionierung Ausbildungsplätze Zielpublikum (Lernende) Beteiligte Betriebe Organisationsform und Geschäftsmodell Finanzierung Qualitätssicherung Gesetzliche Grundlagen Weitere Informationen|Welche Themen sollten vor der Gründung eines Lehrbetriebsverbunds eingehend behandelt werden? | Motivation und Ziele, Positionierung Ausbildungsplätze Zielpublikum (Lernende) Beteiligte Betriebe Organisationsform und Geschäftsmodell Finanzierung Qualitätssicherung Gesetzliche Grundlagen 
Was ist beim Aufbau eines Lehrbetriebsverbunds zu beachten? Es gibt viele Beispiele von Lehrbetriebsverbünden, die auf einer soliden Basis stehen und für alle Beteiligten ein Gewinn sind. Auf der anderen Seite scheitern nicht wenige Verbunds-Projekte an unrealistischen Erwartungen der Projektträger und/oder wegen mangelnder Vorbereitung und Absicherung. Planung eines Lehrbetriebsverbunds Unabhängig davon, ob ein Kleinverbund oder ein Grossverbund aufgebaut werden soll, empfiehlt es sich deshalb, sich vor der Gründung eingehend mit den folgenden Themen zu befassen und einen Geschäftsplan zu erstellen: Motivation und Ziele, Positionierung Ausbildungsplätze Zielpublikum (Lernende) Beteiligte Betriebe Organisationsform und Geschäftsmodell Finanzierung Qualitätssicherung Gesetzliche Grundlagen Weitere Informationen|Welche Rolle spielt ein Geschäftsplan bei der Planung eines Lehrbetriebsverbunds? | Unabhängig davon, ob ein Kleinverbund oder ein Grossverbund aufgebaut werden soll, empfiehlt es sich deshalb, sich vor der Gründung eingehend mit den folgenden Themen zu befassen und einen Geschäftsplan zu erstellen. 
Motivation und Ziele, Positionierung Kleinere Lehrbetriebsverbünde entstehen oft aus der Situation heraus, dass ein bestimmter Betrieb eine berufliche Grundbildung anbieten möchte, jedoch nicht alle erforderlichen Ausbildungsteile abdecken kann. Er sucht sich deshalb ein oder mehrere Partnerbetriebe, in denen die Lernenden die entsprechenden Grundbildungsbestandteile absolvieren können. Oder: Mehrere kleine Betriebe, die in der gleichen Branche tätig sind, möchten zusammen eine oder mehrere Lehrstellen schaffen sowie den administrativen und koordinativen Aufwand an einen Leitbetrieb delegieren. Was auch immer die Gründe für die Planung eines Lehrbetriebsverbunds sind: Es ist wichtig, dass sich die Beteiligten klar werden über ihre Motivation, die angestrebten Ziele und das Umfeld, in dem sie sich positionieren: Warum soll ein Verbund gegründet werden? Welche Ziele sollen damit erreicht werden? Was sind mögliche Risiken? In welchem Umfeld soll der Lehrbetriebsverbund positioniert werden? Wer ist operativ am Projekt beteiligt? Über welchen fachlichen Hintergrund und welche Erfahrung verfügen die Beteiligten? Mit wem wird zusammengearbeitet (Ämter, Verbände, Schulen, Dienstleister, OdA usw.)? Bei der Planung von grösseren Lehrbetriebsverbünden, die viele Ausbildungsplätze anbieten wollen, und/oder die sich an ein spezielles Zielpublikum (z. B. benachteiligte Lernende) wenden, ist es ausserdem sehr wichtig, dass das Projektteam über ein gutes Netzwerk verfügt. Über welche Kontakte verfügt das Projektteam? Gibt es ähnliche Projekte, aus denen gelernt werden könnte? Wer könnte das Projekt fachlich oder ideell unterstützen? Welche bekannten Vertreter oder Vertreterinnen aus Wirtschaft und Politik könnten für das Projekt gewonnen werden? Eines vorweg: Finanzielle Erwartungen sollten kein Hauptziel für die Schaffung eines Lehrbetriebsverbundes sein. Berufsbildung ist eine schöne Aufgabe, die sehr befriedigend ist und manchmal auch Sorgen und Ärger verursacht. Aber die materielle Wirkung der Berufsbildung ist mittelbar (Sicherstellen des Berufsnachwuchses, soziale Verantwortung übernehmen), sie ist demzufolge kein Geschäftsfeld, in dem unmittelbar viel Geld verdient werden kann.|Was ist der Hauptgrund für die Entstehung kleinerer Lehrbetriebsverbünde? | Kleinere Lehrbetriebsverbünde entstehen oft aus der Situation heraus, dass ein bestimmter Betrieb eine berufliche Grundbildung anbieten möchte, jedoch nicht alle erforderlichen Ausbildungsteile abdecken kann. 
Motivation und Ziele, Positionierung Kleinere Lehrbetriebsverbünde entstehen oft aus der Situation heraus, dass ein bestimmter Betrieb eine berufliche Grundbildung anbieten möchte, jedoch nicht alle erforderlichen Ausbildungsteile abdecken kann. Er sucht sich deshalb ein oder mehrere Partnerbetriebe, in denen die Lernenden die entsprechenden Grundbildungsbestandteile absolvieren können. Oder: Mehrere kleine Betriebe, die in der gleichen Branche tätig sind, möchten zusammen eine oder mehrere Lehrstellen schaffen sowie den administrativen und koordinativen Aufwand an einen Leitbetrieb delegieren. Was auch immer die Gründe für die Planung eines Lehrbetriebsverbunds sind: Es ist wichtig, dass sich die Beteiligten klar werden über ihre Motivation, die angestrebten Ziele und das Umfeld, in dem sie sich positionieren: Warum soll ein Verbund gegründet werden? Welche Ziele sollen damit erreicht werden? Was sind mögliche Risiken? In welchem Umfeld soll der Lehrbetriebsverbund positioniert werden? Wer ist operativ am Projekt beteiligt? Über welchen fachlichen Hintergrund und welche Erfahrung verfügen die Beteiligten? Mit wem wird zusammengearbeitet (Ämter, Verbände, Schulen, Dienstleister, OdA usw.)? Bei der Planung von grösseren Lehrbetriebsverbünden, die viele Ausbildungsplätze anbieten wollen, und/oder die sich an ein spezielles Zielpublikum (z. B. benachteiligte Lernende) wenden, ist es ausserdem sehr wichtig, dass das Projektteam über ein gutes Netzwerk verfügt. Über welche Kontakte verfügt das Projektteam? Gibt es ähnliche Projekte, aus denen gelernt werden könnte? Wer könnte das Projekt fachlich oder ideell unterstützen? Welche bekannten Vertreter oder Vertreterinnen aus Wirtschaft und Politik könnten für das Projekt gewonnen werden? Eines vorweg: Finanzielle Erwartungen sollten kein Hauptziel für die Schaffung eines Lehrbetriebsverbundes sein. Berufsbildung ist eine schöne Aufgabe, die sehr befriedigend ist und manchmal auch Sorgen und Ärger verursacht. Aber die materielle Wirkung der Berufsbildung ist mittelbar (Sicherstellen des Berufsnachwuchses, soziale Verantwortung übernehmen), sie ist demzufolge kein Geschäftsfeld, in dem unmittelbar viel Geld verdient werden kann.|Warum sucht sich ein Betrieb Partnerbetriebe? | Er sucht sich deshalb ein oder mehrere Partnerbetriebe, in denen die Lernenden die entsprechenden Grundbildungsbestandteile absolvieren können. 
Motivation und Ziele, Positionierung Kleinere Lehrbetriebsverbünde entstehen oft aus der Situation heraus, dass ein bestimmter Betrieb eine berufliche Grundbildung anbieten möchte, jedoch nicht alle erforderlichen Ausbildungsteile abdecken kann. Er sucht sich deshalb ein oder mehrere Partnerbetriebe, in denen die Lernenden die entsprechenden Grundbildungsbestandteile absolvieren können. Oder: Mehrere kleine Betriebe, die in der gleichen Branche tätig sind, möchten zusammen eine oder mehrere Lehrstellen schaffen sowie den administrativen und koordinativen Aufwand an einen Leitbetrieb delegieren. Was auch immer die Gründe für die Planung eines Lehrbetriebsverbunds sind: Es ist wichtig, dass sich die Beteiligten klar werden über ihre Motivation, die angestrebten Ziele und das Umfeld, in dem sie sich positionieren: Warum soll ein Verbund gegründet werden? Welche Ziele sollen damit erreicht werden? Was sind mögliche Risiken? In welchem Umfeld soll der Lehrbetriebsverbund positioniert werden? Wer ist operativ am Projekt beteiligt? Über welchen fachlichen Hintergrund und welche Erfahrung verfügen die Beteiligten? Mit wem wird zusammengearbeitet (Ämter, Verbände, Schulen, Dienstleister, OdA usw.)? Bei der Planung von grösseren Lehrbetriebsverbünden, die viele Ausbildungsplätze anbieten wollen, und/oder die sich an ein spezielles Zielpublikum (z. B. benachteiligte Lernende) wenden, ist es ausserdem sehr wichtig, dass das Projektteam über ein gutes Netzwerk verfügt. Über welche Kontakte verfügt das Projektteam? Gibt es ähnliche Projekte, aus denen gelernt werden könnte? Wer könnte das Projekt fachlich oder ideell unterstützen? Welche bekannten Vertreter oder Vertreterinnen aus Wirtschaft und Politik könnten für das Projekt gewonnen werden? Eines vorweg: Finanzielle Erwartungen sollten kein Hauptziel für die Schaffung eines Lehrbetriebsverbundes sein. Berufsbildung ist eine schöne Aufgabe, die sehr befriedigend ist und manchmal auch Sorgen und Ärger verursacht. Aber die materielle Wirkung der Berufsbildung ist mittelbar (Sicherstellen des Berufsnachwuchses, soziale Verantwortung übernehmen), sie ist demzufolge kein Geschäftsfeld, in dem unmittelbar viel Geld verdient werden kann.|Wofür können mehrere kleine Betriebe in der gleichen Branche zusammenarbeiten? | Mehrere kleine Betriebe, die in der gleichen Branche tätig sind, möchten zusammen eine oder mehrere Lehrstellen schaffen sowie den administrativen und koordinativen Aufwand an einen Leitbetrieb delegieren. 
Motivation und Ziele, Positionierung Kleinere Lehrbetriebsverbünde entstehen oft aus der Situation heraus, dass ein bestimmter Betrieb eine berufliche Grundbildung anbieten möchte, jedoch nicht alle erforderlichen Ausbildungsteile abdecken kann. Er sucht sich deshalb ein oder mehrere Partnerbetriebe, in denen die Lernenden die entsprechenden Grundbildungsbestandteile absolvieren können. Oder: Mehrere kleine Betriebe, die in der gleichen Branche tätig sind, möchten zusammen eine oder mehrere Lehrstellen schaffen sowie den administrativen und koordinativen Aufwand an einen Leitbetrieb delegieren. Was auch immer die Gründe für die Planung eines Lehrbetriebsverbunds sind: Es ist wichtig, dass sich die Beteiligten klar werden über ihre Motivation, die angestrebten Ziele und das Umfeld, in dem sie sich positionieren: Warum soll ein Verbund gegründet werden? Welche Ziele sollen damit erreicht werden? Was sind mögliche Risiken? In welchem Umfeld soll der Lehrbetriebsverbund positioniert werden? Wer ist operativ am Projekt beteiligt? Über welchen fachlichen Hintergrund und welche Erfahrung verfügen die Beteiligten? Mit wem wird zusammengearbeitet (Ämter, Verbände, Schulen, Dienstleister, OdA usw.)? Bei der Planung von grösseren Lehrbetriebsverbünden, die viele Ausbildungsplätze anbieten wollen, und/oder die sich an ein spezielles Zielpublikum (z. B. benachteiligte Lernende) wenden, ist es ausserdem sehr wichtig, dass das Projektteam über ein gutes Netzwerk verfügt. Über welche Kontakte verfügt das Projektteam? Gibt es ähnliche Projekte, aus denen gelernt werden könnte? Wer könnte das Projekt fachlich oder ideell unterstützen? Welche bekannten Vertreter oder Vertreterinnen aus Wirtschaft und Politik könnten für das Projekt gewonnen werden? Eines vorweg: Finanzielle Erwartungen sollten kein Hauptziel für die Schaffung eines Lehrbetriebsverbundes sein. Berufsbildung ist eine schöne Aufgabe, die sehr befriedigend ist und manchmal auch Sorgen und Ärger verursacht. Aber die materielle Wirkung der Berufsbildung ist mittelbar (Sicherstellen des Berufsnachwuchses, soziale Verantwortung übernehmen), sie ist demzufolge kein Geschäftsfeld, in dem unmittelbar viel Geld verdient werden kann.|Welche Fragen sollten sich die Beteiligten eines Lehrbetriebsverbunds stellen? | Warum soll ein Verbund gegründet werden? Welche Ziele sollen damit erreicht werden? Was sind mögliche Risiken? In welchem Umfeld soll der Lehrbetriebsverbund positioniert werden? Wer ist operativ am Projekt beteiligt? Über welchen fachlichen Hintergrund und welche Erfahrung verfügen die Beteiligten? Mit wem wird zusammengearbeitet (Ämter, Verbände, Schulen, Dienstleister, OdA usw.)? 
Motivation und Ziele, Positionierung Kleinere Lehrbetriebsverbünde entstehen oft aus der Situation heraus, dass ein bestimmter Betrieb eine berufliche Grundbildung anbieten möchte, jedoch nicht alle erforderlichen Ausbildungsteile abdecken kann. Er sucht sich deshalb ein oder mehrere Partnerbetriebe, in denen die Lernenden die entsprechenden Grundbildungsbestandteile absolvieren können. Oder: Mehrere kleine Betriebe, die in der gleichen Branche tätig sind, möchten zusammen eine oder mehrere Lehrstellen schaffen sowie den administrativen und koordinativen Aufwand an einen Leitbetrieb delegieren. Was auch immer die Gründe für die Planung eines Lehrbetriebsverbunds sind: Es ist wichtig, dass sich die Beteiligten klar werden über ihre Motivation, die angestrebten Ziele und das Umfeld, in dem sie sich positionieren: Warum soll ein Verbund gegründet werden? Welche Ziele sollen damit erreicht werden? Was sind mögliche Risiken? In welchem Umfeld soll der Lehrbetriebsverbund positioniert werden? Wer ist operativ am Projekt beteiligt? Über welchen fachlichen Hintergrund und welche Erfahrung verfügen die Beteiligten? Mit wem wird zusammengearbeitet (Ämter, Verbände, Schulen, Dienstleister, OdA usw.)? Bei der Planung von grösseren Lehrbetriebsverbünden, die viele Ausbildungsplätze anbieten wollen, und/oder die sich an ein spezielles Zielpublikum (z. B. benachteiligte Lernende) wenden, ist es ausserdem sehr wichtig, dass das Projektteam über ein gutes Netzwerk verfügt. Über welche Kontakte verfügt das Projektteam? Gibt es ähnliche Projekte, aus denen gelernt werden könnte? Wer könnte das Projekt fachlich oder ideell unterstützen? Welche bekannten Vertreter oder Vertreterinnen aus Wirtschaft und Politik könnten für das Projekt gewonnen werden? Eines vorweg: Finanzielle Erwartungen sollten kein Hauptziel für die Schaffung eines Lehrbetriebsverbundes sein. Berufsbildung ist eine schöne Aufgabe, die sehr befriedigend ist und manchmal auch Sorgen und Ärger verursacht. Aber die materielle Wirkung der Berufsbildung ist mittelbar (Sicherstellen des Berufsnachwuchses, soziale Verantwortung übernehmen), sie ist demzufolge kein Geschäftsfeld, in dem unmittelbar viel Geld verdient werden kann.|Weshalb ist ein gutes Netzwerk für das Projektteam bei größeren Lehrbetriebsverbünden wichtig? | Bei der Planung von grösseren Lehrbetriebsverbünden, die viele Ausbildungsplätze anbieten wollen, und/oder die sich an ein spezielles Zielpublikum (z. B. benachteiligte Lernende) wenden, ist es ausserdem sehr wichtig, dass das Projektteam über ein gutes Netzwerk verfügt. 
Motivation und Ziele, Positionierung Kleinere Lehrbetriebsverbünde entstehen oft aus der Situation heraus, dass ein bestimmter Betrieb eine berufliche Grundbildung anbieten möchte, jedoch nicht alle erforderlichen Ausbildungsteile abdecken kann. Er sucht sich deshalb ein oder mehrere Partnerbetriebe, in denen die Lernenden die entsprechenden Grundbildungsbestandteile absolvieren können. Oder: Mehrere kleine Betriebe, die in der gleichen Branche tätig sind, möchten zusammen eine oder mehrere Lehrstellen schaffen sowie den administrativen und koordinativen Aufwand an einen Leitbetrieb delegieren. Was auch immer die Gründe für die Planung eines Lehrbetriebsverbunds sind: Es ist wichtig, dass sich die Beteiligten klar werden über ihre Motivation, die angestrebten Ziele und das Umfeld, in dem sie sich positionieren: Warum soll ein Verbund gegründet werden? Welche Ziele sollen damit erreicht werden? Was sind mögliche Risiken? In welchem Umfeld soll der Lehrbetriebsverbund positioniert werden? Wer ist operativ am Projekt beteiligt? Über welchen fachlichen Hintergrund und welche Erfahrung verfügen die Beteiligten? Mit wem wird zusammengearbeitet (Ämter, Verbände, Schulen, Dienstleister, OdA usw.)? Bei der Planung von grösseren Lehrbetriebsverbünden, die viele Ausbildungsplätze anbieten wollen, und/oder die sich an ein spezielles Zielpublikum (z. B. benachteiligte Lernende) wenden, ist es ausserdem sehr wichtig, dass das Projektteam über ein gutes Netzwerk verfügt. Über welche Kontakte verfügt das Projektteam? Gibt es ähnliche Projekte, aus denen gelernt werden könnte? Wer könnte das Projekt fachlich oder ideell unterstützen? Welche bekannten Vertreter oder Vertreterinnen aus Wirtschaft und Politik könnten für das Projekt gewonnen werden? Eines vorweg: Finanzielle Erwartungen sollten kein Hauptziel für die Schaffung eines Lehrbetriebsverbundes sein. Berufsbildung ist eine schöne Aufgabe, die sehr befriedigend ist und manchmal auch Sorgen und Ärger verursacht. Aber die materielle Wirkung der Berufsbildung ist mittelbar (Sicherstellen des Berufsnachwuchses, soziale Verantwortung übernehmen), sie ist demzufolge kein Geschäftsfeld, in dem unmittelbar viel Geld verdient werden kann.|Welche Fragen sollten bezüglich des Netzwerks des Projektteams gestellt werden? | Über welche Kontakte verfügt das Projektteam? Gibt es ähnliche Projekte, aus denen gelernt werden könnte? Wer könnte das Projekt fachlich oder ideell unterstützen? Welche bekannten Vertreter oder Vertreterinnen aus Wirtschaft und Politik könnten für das Projekt gewonnen werden? 
